NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE
MOHANKUMAR_HOXA1_TARGETS_UP,MOHANKUMAR_HOXA1_TARGETS_UP,,408,0.4498283,1.8300253,0,0.069030635,0.926,4253,"tags=45%, list=21%, signal=56%"
WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS,WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS,,25,0.6980129,1.8275988,0.006060606,0.07035954,0.929,3334,"tags=68%, list=16%, signal=81%"
SMID_BREAST_CANCER_LUMINAL_B_UP,SMID_BREAST_CANCER_LUMINAL_B_UP,,166,0.5818086,1.8274189,0.005940594,0.06998763,0.929,5075,"tags=60%, list=25%, signal=79%"
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,,20,0.7243601,1.8270535,0.001972387,0.069746986,0.93,3334,"tags=75%, list=16%, signal=89%"
SOGA_COLORECTAL_CANCER_MYC_UP,SOGA_COLORECTAL_CANCER_MYC_UP,,82,0.58351463,1.8259555,0,0.07010565,0.932,3814,"tags=57%, list=19%, signal=70%"
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,,18,0.6377001,1.8250856,0.013358778,0.07013139,0.932,4007,"tags=61%, list=20%, signal=76%"
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,,149,0.56363076,1.8246015,0.015209125,0.06996631,0.933,4007,"tags=59%, list=20%, signal=73%"
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,,25,0.70254,1.8245171,0.013539651,0.06953231,0.933,2554,"tags=64%, list=12%, signal=73%"
NAKAMURA_CANCER_MICROENVIRONMENT_DN,NAKAMURA_CANCER_MICROENVIRONMENT_DN,,46,0.65829957,1.8238652,0.019011406,0.0694893,0.933,3688,"tags=63%, list=18%, signal=77%"
LI_WILMS_TUMOR_ANAPLASTIC_UP,LI_WILMS_TUMOR_ANAPLASTIC_UP,,17,0.8455527,1.8237305,0,0.06909266,0.933,618,"tags=65%, list=3%, signal=67%"
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,,88,0.64404625,1.8237257,0.007858546,0.068616,0.933,5130,"tags=72%, list=25%, signal=95%"
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,,95,0.6204722,1.8226728,0.006012024,0.068879165,0.935,3815,"tags=60%, list=19%, signal=73%"
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14,,142,0.5735897,1.8225653,0,0.06843574,0.935,3902,"tags=61%, list=19%, signal=74%"
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,,21,0.7586613,1.8223587,0,0.068094894,0.935,2515,"tags=71%, list=12%, signal=81%"
VERNELL_RETINOBLASTOMA_PATHWAY_UP,VERNELL_RETINOBLASTOMA_PATHWAY_UP,,69,0.66313386,1.8203405,0.013307985,0.06887,0.937,3288,"tags=64%, list=16%, signal=76%"
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP,JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP,,57,0.541295,1.8202845,0.00591716,0.06842121,0.937,2456,"tags=46%, list=12%, signal=52%"
LY_AGING_PREMATURE_DN,LY_AGING_PREMATURE_DN,,30,0.6624289,1.820072,0.018832391,0.0680883,0.937,2035,"tags=57%, list=10%, signal=63%"
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN,SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN,,82,0.5831155,1.8200679,0.007952286,0.067615464,0.937,4797,"tags=60%, list=23%, signal=78%"
WP_RETINOBLASTOMA_GENE_IN_CANCER,WP_RETINOBLASTOMA_GENE_IN_CANCER,,87,0.6470628,1.8198746,0.018796992,0.06730899,0.937,3344,"tags=63%, list=16%, signal=75%"
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP,CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP,,34,0.71769744,1.8187765,0.002066116,0.06769984,0.939,4720,"tags=76%, list=23%, signal=99%"
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN,LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN,,164,0.60352075,1.8187623,0.019305019,0.06724955,0.939,2812,"tags=51%, list=14%, signal=59%"
KEGG_DNA_REPLICATION,KEGG_DNA_REPLICATION,,36,0.72862875,1.8180615,0.00390625,0.067290604,0.939,2515,"tags=64%, list=12%, signal=73%"
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,,19,0.6775758,1.817941,0.002004008,0.066893846,0.939,2914,"tags=58%, list=14%, signal=67%"
HUANG_DASATINIB_RESISTANCE_DN,HUANG_DASATINIB_RESISTANCE_DN,,69,0.5469376,1.8138566,0.007843138,0.06940993,0.945,4485,"tags=55%, list=22%, signal=70%"
REACTOME_TELOMERE_MAINTENANCE,REACTOME_TELOMERE_MAINTENANCE,,109,0.600832,1.8087919,0.007952286,0.07271267,0.951,3539,"tags=56%, list=17%, signal=67%"
BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP,BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP,,190,0.5978567,1.8079917,0.00591716,0.0727938,0.953,4709,"tags=61%, list=23%, signal=78%"
WONG_EMBRYONIC_STEM_CELL_CORE,WONG_EMBRYONIC_STEM_CELL_CORE,,335,0.58613527,1.8077154,0.011857707,0.072509184,0.955,3204,"tags=52%, list=16%, signal=61%"
RUIZ_TNC_TARGETS_DN,RUIZ_TNC_TARGETS_DN,,143,0.55130714,1.807656,0.026515152,0.07207401,0.955,1946,"tags=48%, list=9%, signal=53%"
KEGG_MEDICUS_REFERENCE_DISASSEMBLY_OF_MCC,KEGG_MEDICUS_REFERENCE_DISASSEMBLY_OF_MCC,,17,0.69416887,1.8068886,0.011764706,0.07220881,0.955,1412,"tags=47%, list=7%, signal=50%"
HORIUCHI_WTAP_TARGETS_DN,HORIUCHI_WTAP_TARGETS_DN,,313,0.52215636,1.8064681,0.031007752,0.072037905,0.956,2931,"tags=42%, list=14%, signal=48%"
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,,68,0.6523544,1.8056172,0.00589391,0.07219195,0.956,4761,"tags=72%, list=23%, signal=94%"
WP_BASE_EXCISION_REPAIR,WP_BASE_EXCISION_REPAIR,,31,0.72884107,1.8024255,0,0.074149005,0.96,3690,"tags=68%, list=18%, signal=82%"
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,,25,0.7343525,1.8014224,0.007920792,0.07443609,0.96,2771,"tags=68%, list=13%, signal=79%"
PID_ATR_PATHWAY,PID_ATR_PATHWAY,,39,0.69159466,1.8009353,0.015238095,0.074310474,0.961,3086,"tags=67%, list=15%, signal=78%"
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_LICENSING,KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_LICENSING,,24,0.8114494,1.8005843,0.0056926,0.07412811,0.961,3086,"tags=79%, list=15%, signal=93%"
SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN,SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN,,22,0.7954018,1.8000567,0.00952381,0.074051835,0.962,973,"tags=77%, list=5%, signal=81%"
LOCKWOOD_AMPLIFIED_IN_LUNG_CANCER,LOCKWOOD_AMPLIFIED_IN_LUNG_CANCER,,214,0.48619422,1.7994705,0,0.073982224,0.962,4343,"tags=53%, list=21%, signal=66%"
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,,29,0.6649856,1.7989725,0.001937985,0.07396486,0.962,3040,"tags=55%, list=15%, signal=65%"
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES,REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES,,38,0.6876589,1.7972592,0.00811359,0.0748883,0.963,3690,"tags=66%, list=18%, signal=80%"
KEGG_CELL_CYCLE,KEGG_CELL_CYCLE,,124,0.51581573,1.7965001,0.028901733,0.075046554,0.964,3596,"tags=48%, list=18%, signal=58%"
PID_FOXM1_PATHWAY,PID_FOXM1_PATHWAY,,40,0.5858381,1.7964561,0.023483366,0.074614406,0.964,2587,"tags=55%, list=13%, signal=63%"
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN,CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN,,23,0.7907712,1.7958065,0.002012072,0.074603185,0.965,3650,"tags=87%, list=18%, signal=106%"
REACTOME_BASE_EXCISION_REPAIR,REACTOME_BASE_EXCISION_REPAIR,,87,0.64780176,1.795319,0.004056795,0.07456845,0.965,3731,"tags=62%, list=18%, signal=76%"
XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN,XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN,,19,0.67636645,1.7948918,0.011650485,0.074489914,0.966,179,"tags=37%, list=1%, signal=37%"
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,,92,0.61281186,1.7948254,0.009881423,0.07411762,0.967,3815,"tags=59%, list=19%, signal=72%"
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP,SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP,,45,0.6906563,1.794479,0,0.073873386,0.967,3086,"tags=62%, list=15%, signal=73%"
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP,PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP,,64,0.63295656,1.7941496,0.001968504,0.07366415,0.967,3685,"tags=63%, list=18%, signal=76%"
WP_G1_TO_S_CELL_CYCLE_CONTROL,WP_G1_TO_S_CELL_CYCLE_CONTROL,,64,0.55505455,1.7905846,0.017307693,0.07592307,0.969,2587,"tags=48%, list=13%, signal=55%"
REACTOME_UCH_PROTEINASES,REACTOME_UCH_PROTEINASES,,100,0.5528867,1.7869462,0.007874016,0.07818461,0.972,5157,"tags=69%, list=25%, signal=92%"
LIU_PROSTATE_CANCER_UP,LIU_PROSTATE_CANCER_UP,,96,0.5138355,1.7859665,0.004166667,0.07851703,0.973,4029,"tags=53%, list=20%, signal=66%"
STEIN_ESR1_TARGETS,STEIN_ESR1_TARGETS,,82,0.5113393,1.785393,0.007561437,0.078435235,0.974,2755,"tags=41%, list=13%, signal=48%"
WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP,WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP,,22,0.7180001,1.784373,0.015625,0.07880312,0.974,2275,"tags=64%, list=11%, signal=71%"
KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_INNER_KINETOCHORE,KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_INNER_KINETOCHORE,,17,0.7977051,1.7825701,0.007677543,0.0797607,0.977,1635,"tags=76%, list=8%, signal=83%"
DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP,DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP,,227,0.49460363,1.7808228,0.005780347,0.080763794,0.98,3525,"tags=43%, list=17%, signal=51%"
BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP,BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP,,45,0.66319317,1.7790225,0.005847953,0.08188108,0.981,3740,"tags=69%, list=18%, signal=84%"
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,,33,0.7368484,1.7778597,0.003875969,0.082293026,0.982,3288,"tags=67%, list=16%, signal=79%"
PID_PLK1_PATHWAY,PID_PLK1_PATHWAY,,46,0.6186521,1.7734464,0.040384617,0.085699715,0.986,2169,"tags=57%, list=11%, signal=63%"
WP_CELL_CYCLE,WP_CELL_CYCLE,,120,0.5096878,1.7732723,0.030947777,0.08537458,0.986,3596,"tags=48%, list=18%, signal=58%"
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,,67,0.6211176,1.7730294,0.009727626,0.08511192,0.986,3815,"tags=61%, list=19%, signal=75%"
WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSON_GILFORD_PROGERIA_SYNDROME,WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSON_GILFORD_PROGERIA_SYNDROME,,36,0.6419129,1.7723839,0.008163265,0.08524928,0.987,4827,"tags=69%, list=24%, signal=91%"
YANG_BREAST_CANCER_ESR1_BULK_UP,YANG_BREAST_CANCER_ESR1_BULK_UP,,26,0.6958273,1.7719063,0.003976143,0.0851519,0.987,4389,"tags=69%, list=21%, signal=88%"
LIM_MAMMARY_STEM_CELL_DN,LIM_MAMMARY_STEM_CELL_DN,,416,0.47941744,1.7709824,0.00610998,0.085490644,0.989,4011,"tags=46%, list=20%, signal=56%"
KEGG_MEDICUS_REFERENCE_PRE_IC_FORMATION,KEGG_MEDICUS_REFERENCE_PRE_IC_FORMATION,,27,0.77849877,1.7708356,0.007692308,0.08519417,0.989,3086,"tags=74%, list=15%, signal=87%"
REACTOME_MITOTIC_PROMETAPHASE,REACTOME_MITOTIC_PROMETAPHASE,,202,0.52363205,1.7689235,0.023210831,0.086281985,0.989,2856,"tags=41%, list=14%, signal=47%"
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,,78,0.644641,1.7684914,0.003952569,0.086163245,0.989,5130,"tags=73%, list=25%, signal=97%"
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,,32,0.58246267,1.7683593,0.013461539,0.08585275,0.989,2515,"tags=47%, list=12%, signal=53%"
KEGG_BASE_EXCISION_REPAIR,KEGG_BASE_EXCISION_REPAIR,,34,0.64988464,1.7676324,0.00203252,0.085916944,0.989,3690,"tags=59%, list=18%, signal=72%"
KEGG_PROTEIN_EXPORT,KEGG_PROTEIN_EXPORT,,23,0.68398607,1.7675813,0.009633912,0.08554483,0.989,3114,"tags=61%, list=15%, signal=72%"
BASSO_B_LYMPHOCYTE_NETWORK,BASSO_B_LYMPHOCYTE_NETWORK,,146,0.46536872,1.7657056,0.005802708,0.086672336,0.99,3347,"tags=45%, list=16%, signal=53%"
WP_DNA_MISMATCH_REPAIR,WP_DNA_MISMATCH_REPAIR,,23,0.7195511,1.7638818,0.011764706,0.0877388,0.991,2574,"tags=65%, list=13%, signal=74%"
LY_AGING_MIDDLE_DN,LY_AGING_MIDDLE_DN,,16,0.898244,1.7636497,0,0.08751843,0.991,513,"tags=88%, list=2%, signal=90%"
WEIGEL_OXIDATIVE_STRESS_BY_TBH_AND_H2O2,WEIGEL_OXIDATIVE_STRESS_BY_TBH_AND_H2O2,,35,0.5439627,1.7627742,0.003913894,0.0877424,0.991,4457,"tags=51%, list=22%, signal=66%"
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP,GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP,,94,0.50378996,1.7609475,0.01372549,0.08891553,0.992,2712,"tags=37%, list=13%, signal=43%"
ZHENG_GLIOBLASTOMA_PLASTICITY_UP,ZHENG_GLIOBLASTOMA_PLASTICITY_UP,,247,0.42671824,1.7609458,0.025096525,0.08847095,0.992,2712,"tags=38%, list=13%, signal=44%"
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP,NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP,,278,0.4372728,1.7601653,0.007532957,0.08868434,0.992,3713,"tags=47%, list=18%, signal=56%"
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_UP,MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_UP,,111,0.4889085,1.7600745,0.01934236,0.08833731,0.992,4092,"tags=51%, list=20%, signal=64%"
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,,85,0.57766366,1.7593446,0.01904762,0.088481136,0.993,4761,"tags=67%, list=23%, signal=87%"
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,,74,0.63191473,1.7592962,0.007936508,0.088089794,0.993,5130,"tags=72%, list=25%, signal=95%"
THILLAINADESAN_ZNF217_TARGETS_UP,THILLAINADESAN_ZNF217_TARGETS_UP,,41,0.5290941,1.759283,0.019762846,0.0876696,0.993,3505,"tags=49%, list=17%, signal=59%"
RAMASWAMY_METASTASIS_UP,RAMASWAMY_METASTASIS_UP,,66,0.49870768,1.7582859,0.005836576,0.088037364,0.993,4329,"tags=48%, list=21%, signal=61%"
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP,PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP,,55,0.6662083,1.7567662,0.023076924,0.0889228,0.994,675,"tags=42%, list=3%, signal=43%"
REICHERT_MITOSIS_LIN9_TARGETS,REICHERT_MITOSIS_LIN9_TARGETS,,27,0.81817394,1.7563279,0.009633912,0.08884476,0.994,2267,"tags=81%, list=11%, signal=91%"
VANTVEER_BREAST_CANCER_METASTASIS_DN,VANTVEER_BREAST_CANCER_METASTASIS_DN,,109,0.59416854,1.7551329,0.036893204,0.08939431,0.994,2362,"tags=50%, list=12%, signal=56%"
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,,60,0.686995,1.7550745,0.007984032,0.08899918,0.994,5130,"tags=82%, list=25%, signal=109%"
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,,55,0.6632386,1.7548382,0.011673152,0.0887898,0.994,5130,"tags=80%, list=25%, signal=106%"
SHEPARD_BMYB_MORPHOLINO_DN,SHEPARD_BMYB_MORPHOLINO_DN,,202,0.43155563,1.7538698,0.014056225,0.089153185,0.994,2050,"tags=31%, list=10%, signal=34%"
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_10,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_10,,69,0.5660463,1.7536404,0.00591716,0.08888962,0.994,3608,"tags=49%, list=18%, signal=60%"
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,,49,0.51998764,1.7535486,0.021611001,0.088556364,0.994,2772,"tags=41%, list=14%, signal=47%"
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,,39,0.53907794,1.7533221,0.009578544,0.088298015,0.994,2624,"tags=46%, list=13%, signal=53%"
SA_G1_AND_S_PHASES,SA_G1_AND_S_PHASES,,15,0.73291785,1.752044,0.007936508,0.088913724,0.995,3499,"tags=67%, list=17%, signal=80%"
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,,75,0.52376795,1.7515253,0.013592233,0.088860415,0.995,5134,"tags=55%, list=25%, signal=73%"
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,,202,0.4260238,1.7513564,0.007952286,0.08861223,0.995,3535,"tags=36%, list=17%, signal=43%"
WONG_PROTEASOME_GENE_MODULE,WONG_PROTEASOME_GENE_MODULE,,50,0.59184307,1.7510958,0.013384321,0.08839991,0.995,4661,"tags=62%, list=23%, signal=80%"
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,,28,0.5899239,1.7505567,0.009727626,0.08842452,0.995,2859,"tags=54%, list=14%, signal=62%"
REACTOME_HIV_INFECTION,REACTOME_HIV_INFECTION,,231,0.49420756,1.7504281,0.005976096,0.08814208,0.995,5165,"tags=55%, list=25%, signal=73%"
SASAKI_ADULT_T_CELL_LEUKEMIA,SASAKI_ADULT_T_CELL_LEUKEMIA,,164,0.44990006,1.7500881,0.009345794,0.08800711,0.995,3161,"tags=40%, list=15%, signal=46%"
CAFFAREL_RESPONSE_TO_THC_24HR_5_DN,CAFFAREL_RESPONSE_TO_THC_24HR_5_DN,,56,0.5414431,1.7498437,0,0.08778259,0.995,1818,"tags=38%, list=9%, signal=41%"
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,,30,0.60719335,1.7497934,0.019417476,0.08743489,0.995,2515,"tags=47%, list=12%, signal=53%"
PUJANA_BREAST_CANCER_LIT_INT_NETWORK,PUJANA_BREAST_CANCER_LIT_INT_NETWORK,,101,0.5153037,1.7497276,0.023121387,0.08711023,0.995,2976,"tags=44%, list=14%, signal=51%"
GENTLES_LEUKEMIC_STEM_CELL_DN,GENTLES_LEUKEMIC_STEM_CELL_DN,,19,0.6651999,1.746811,0.010183299,0.089004226,0.995,1030,"tags=32%, list=5%, signal=33%"
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN,CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN,,193,0.53778225,1.7436092,0.011560693,0.09122306,0.995,3944,"tags=52%, list=19%, signal=64%"
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,,35,0.56694794,1.7431456,0.010080645,0.091188736,0.995,4794,"tags=54%, list=23%, signal=71%"
KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR,KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR,,26,0.6749083,1.7426945,0.017681729,0.09122242,0.995,2574,"tags=58%, list=13%, signal=66%"
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP,ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP,,41,0.57217443,1.74151,0.007707129,0.0918986,0.995,4709,"tags=54%, list=23%, signal=69%"
LEE_LIVER_CANCER_SURVIVAL_DN,LEE_LIVER_CANCER_SURVIVAL_DN,,178,0.5319552,1.740903,0.01814516,0.09198478,0.995,3200,"tags=47%, list=16%, signal=55%"
KEGG_MISMATCH_REPAIR,KEGG_MISMATCH_REPAIR,,23,0.6654449,1.7407593,0.01904762,0.0916888,0.995,2574,"tags=57%, list=13%, signal=65%"
DANG_REGULATED_BY_MYC_UP,DANG_REGULATED_BY_MYC_UP,,67,0.5370468,1.7395729,0.001988072,0.092344716,0.995,4764,"tags=63%, list=23%, signal=81%"
AFFAR_YY1_TARGETS_DN,AFFAR_YY1_TARGETS_DN,,254,0.4391123,1.7391748,0.027079303,0.09227736,0.995,3198,"tags=36%, list=16%, signal=42%"
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,,102,0.59165287,1.7389287,0.020120725,0.09209786,0.995,5358,"tags=69%, list=26%, signal=92%"
BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_UP,BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_UP,,46,0.52641517,1.738437,0.01754386,0.092132755,0.996,3368,"tags=46%, list=16%, signal=54%"
GROSS_HYPOXIA_VIA_HIF1A_UP,GROSS_HYPOXIA_VIA_HIF1A_UP,,78,0.48985314,1.7356527,0.007905139,0.094043195,0.996,3131,"tags=41%, list=15%, signal=48%"
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN,MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN,,76,0.5607978,1.7339709,0.01178782,0.09507078,0.996,5045,"tags=61%, list=25%, signal=80%"
KEGG_HOMOLOGOUS_RECOMBINATION,KEGG_HOMOLOGOUS_RECOMBINATION,,28,0.6141617,1.7337917,0.011583012,0.0948239,0.996,3815,"tags=61%, list=19%, signal=74%"
BIOCARTA_EFP_PATHWAY,BIOCARTA_EFP_PATHWAY,,16,0.65163326,1.733767,0.005825243,0.094448194,0.996,2456,"tags=50%, list=12%, signal=57%"
REACTOME_DNA_DAMAGE_BYPASS,REACTOME_DNA_DAMAGE_BYPASS,,48,0.51583296,1.732685,0.009505703,0.09495768,0.996,2624,"tags=42%, list=13%, signal=48%"
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,,62,0.63865924,1.7321792,0.01178782,0.09500044,0.996,5130,"tags=74%, list=25%, signal=99%"
REACTOME_FANCONI_ANEMIA_PATHWAY,REACTOME_FANCONI_ANEMIA_PATHWAY,,38,0.5874293,1.7320431,0.011428571,0.09471359,0.996,2742,"tags=47%, list=13%, signal=55%"
LE_NEURONAL_DIFFERENTIATION_DN,LE_NEURONAL_DIFFERENTIATION_DN,,19,0.6522627,1.7311742,0.033203125,0.095167786,0.996,2456,"tags=63%, list=12%, signal=72%"
LI_AMPLIFIED_IN_LUNG_CANCER,LI_AMPLIFIED_IN_LUNG_CANCER,,182,0.54872227,1.7309735,0.014198783,0.094935104,0.996,4363,"tags=53%, list=21%, signal=66%"
